1497 10000
360 207 530
160 500 683
947 533 818
1176 1289 591
374 1268 443
1394 1215 915
1382 1137 700
1176 40 990
686 485 552
678 798 564
1019 881 285
1260 456 774
863 1394 520
269 196 33
360 280 74
105 197 491
1028 939 977
349 485 727
897 1342 172
591 1216 236
771 1026 904
1215 365 773
1137 929 792
1261 929 85
1073 1380 565
760 759 135
1336 549 539
302 10 137
618 107 40
365 1388 903
90 1053 307
119 374 241
771 1397 52
513 663 283
288 234 487
1279 1388 439
242 1237 947
1367 1166 781
1211 398 30
819 207 138
473 853 728
480 1379 135
1259 479 395
483 1187 242
462 1293 374
294 982 515
468 394 466
761 1046 237
1293 1237 22
1216 292 366
337 449 812
1383 483 401
660 337 839
10 1168 253
1012 1169 763
1094 339 938
1388 883 480
386 196 595
1026 1289 118
1367 1215 564
1127 365 766
1248 247 198
317 1143 115
897 10 112
1213 749 535
374 1289 127
533 1211 813
863 1162 857
10 963 701
447 354 756
471 677 587
374 492 391
564 53 687
968 260 924
480 749 489
564 1007 980
1117 1367 928
473 105 362
883 859 335
1402 742 762
564 1065 180
1105 1151 963
893 628 8
1187 1261 97
1019 106 656
1065 365 199
738 260 726
1248 1019 186
835 903 542
1388 678 836
573 105 907
290 1235 873
1010 235 863
292 266 577
323 591 927
678 1289 892
1143 380 408
639 1117 702
97 1117 600
280 242 814
657 1317 895
1121 958 497
239 85 841
947 88 578
1406 39 530
290 903 563
1012 1391 796
771 676 825
447 1002 350
110 1360 584
910 244 878
1129 676 113
508 1260 90
453 903 946
1179 1248 226
197 1121 94
549 568 27
1342 618 819
74 657 353
379 425 954
794 1035 877
26 411 960
1094 1215 36
1383 468 558
266 939 807
1394 919 639
242 814 38
1397 411 630
425 731 55
732 591 569
564 456 708
989 1007 511
275 105 893
239 468 727
738 694 810
1127 480 573
663 353 494
1268 919 903
568 1012 42
394 1388 706
749 485 288
947 1117 353
126 678 669
349 947 810
425 260 682
434 354 818
1134 1388 840
841 516 795
1143 1028 664
803 676 891
947 516 93
110 919 534
1168 564 621
260 1313 300
266 433 910
1216 1127 10
1342 1237 422
1179 1117 154
943 660 874
1168 841 651
321 1028 200
242 275 661
527 1373 461
1151 841 137
652 398 857
1237 380 474
1216 819 990
199 883 678
1317 275 528
15 1378 866
133 1317 165
1397 910 530
809 189 15
1279 761 804
677 365 708
1091 1379 415
555 859 383
1216 732 801
501 652 403
110 568 166
929 379 633
663 119 840
1216 360 155
1147 881 68
1340 944 852
939 678 463
120 520 156
910 1360 809
794 438 901
1073 517 321
110 652 534
1120 803 332
916 321 264
394 519 794
107 110 530
1073 859 135
916 771 319
989 1313 652
771 10 211
1342 731 204
516 968 400
1162 982 201
947 280 141
252 794 219
1294 398 374
1260 677 771
1235 798 470
1341 1036 378
895 736 207
859 1094 269
411 749 977
863 337 617
903 573 959
1093 321 102
516 1046 344
321 893 647
686 1028 69
1342 682 458
519 1019 808
1162 1026 286
1046 384 604
1213 1215 796
1286 553 829
243 1263 924
1239 408 283
639 105 316
722 348 445
1383 1235 596
1093 574 91
771 686 273
548 989 495
122 1391 141
196 456 782
380 370 809
360 365 254
1198 1369 118
386 245 188
10 947 448
10 537 959
986 391 182
469 850 795
456 1026 502
1260 1383 797
749 433 561
553 260 379
255 1164 52
513 1293 431
686 106 869
507 731 284
1369 639 131
280 1397 996
897 116 999
116 1117 763
563 10 375
400 453 31
939 292 444
1216 485 877
574 893 235
1045 105 459
847 721 943
814 434 683
1010 564 298
260 663 501
1030 951 818
1044 42 866
1046 365 641
1315 107 426
833 412 327
425 447 391
374 835 742
761 1035 370
676 106 261
1143 1261 170
473 119 433
989 574 56
106 434 286
360 10 22
275 10 12
434 1168 560
1383 314 613
761 1391 986
893 694 459
1342 507 415
239 1380 684
110 1345 710
982 321 419
196 516 415
517 501 752
1007 492 920
1369 1147 665
982 88 265
383 1169 8
503 1215 500
929 383 60
1065 290 654
916 40 848
1216 1147 518
339 1302 495
409 1286 649
119 678 136
314 859 876
989 108 38
1402 1072 338
47 250 708
337 108 533
1293 1315 171
337 1342 472
105 1129 254
1179 301 315
122 548 365
1035 468 345
1270 5 750
257 1035 608
1053 929 617
35 579 904
847 732 528
563 480 222
794 1237 150
742 919 910
564 1237 89
503 400 8
409 1162 697
1213 1294 623
947 296 679
1215 989 751
1026 520 939
574 1345 72
1284 593 690
616 625 161
686 257 275
1317 85 911
1248 1088 64
1263 1046 383
1315 895 871
383 1215 1000
290 296 805
15 441 538
384 1388 564
296 243 932
354 1137 639
853 400 492
1028 1391 409
549 1179 766
903 339 621
40 239 260
1093 1286 817
517 1129 7
1143 686 609
457 1397 635
282 62 786
881 1093 822
292 492 661
1388 1317 436
492 438 938
537 1053 568
1286 1306 684
516 1046 592
568 133 399
1322 564 719
274 72 656
731 939 110
10 1035 923
337 749 531
266 97 315
119 1134 75
1394 501 841
1237 235 173
1342 939 466
1395 636 281
1211 805 188
910 1026 986
681 122 556
105 1280 793
1168 686 934
686 1280 455
657 380 349
400 1002 296
118 1035 38
119 555 482
963 471 49
374 111 161
257 456 210
1394 805 234
929 386 39
507 694 383
591 348 188
537 591 466
1117 321 720
1391 508 267
530 1279 498
1053 1035 87
841 1143 356
1046 384 518
918 706 481
736 1216 246
433 859 283
336 337 396
1026 508 47
663 235 543
380 339 370
1345 881 679
336 591 86
1322 1026 56
1322 1399 925
252 1216 141
1178 513 634
568 120 813
1057 1286 396
1322 110 366
306 603 168
321 632 653
10 242 177
292 652 659
430 122 84
549 732 201
10 663 273
1331 1261 633
314 457 155
994 882 242
290 456 530
1060 332 853
1028 1010 441
1293 1306 643
453 1360 134
786 1384 418
1091 694 673
1211 1026 117
580 742 723
163 1169 864
1143 517 599
1351 480 580
1179 676 449
1162 749 765
1321 1337 693
591 10 396
909 169 777
652 243 767
400 485 631
686 1073 185
485 353 66
1379 676 618
676 1002 16
103 1228 806
1169 425 830
1216 517 388
1321 398 272
508 1388 539
555 1322 106
568 1402 116
485 398 724
548 749 105
97 269 400
1091 910 313
742 1002 1000
520 353 787
694 88 77
958 1053 321
173 631 599
1216 1379 686
262 1129 498
947 110 284
1211 501 263
1002 1065 261
1380 380 920
321 731 880
1012 798 428
916 1366 308
108 106 289
1073 122 859
895 573 123
354 1235 555
749 1127 670
323 400 96
919 520 327
105 982 978
568 1373 257
1280 1367 199
196 105 636
1287 718 671
468 1151 919
105 409 52
336 1237 334
275 548 774
883 1216 29
533 771 415
1367 895 247
508 1073 475
40 1342 405
407 496 427
1225 90 820
1045 314 322
1117 302 368
1367 126 787
742 260 288
537 574 624
620 473 292
1237 119 128
363 969 900
1261 929 409
163 120 509
430 537 667
591 119 663
919 290 826
1215 677 136
1361 1360 579
1294 1093 549
321 519 691
245 449 591
1216 374 734
380 1073 777
377 374 177
1267 1280 239
749 1235 649
660 813 356
620 749 491
681 380 774
434 835 94
568 564 305
749 106 285
903 749 176
119 480 47
660 1379 789
548 738 757
1162 383 92
794 738 700
678 517 167
260 1179 642
1048 869 788
257 1143 578
1248 492 425
1007 968 462
929 1402 81
1268 483 899
468 1168 665
457 409 492
614 727 164
468 1151 920
742 1315 581
1345 105 711
1093 244 762
895 328 826
1211 1286 858
1088 1105 541
881 814 131
947 122 525
323 280 857
1402 553 291
1217 1218 315
1268 916 695
1288 331 210
425 1046 539
1383 1322 172
860 1397 907
1057 328 633
266 1151 654
1253 958 16
893 1237 42
847 694 72
794 1391 360
1216 1166 245
354 105 950
1035 1221 31
513 10 56
694 447 691
573 694 200
243 1002 791
895 682 461
1169 1187 968
591 1164 427
682 1286 19
485 483 701
1394 1121 38
701 662 140
939 1216 987
910 280 861
1263 74 482
919 354 794
1306 686 430
1026 893 308
538 1335 428
107 678 441
386 97 10
1345 122 769
354 501 53
732 197 5
374 360 795
292 1399 376
686 632 155
126 244 412
678 473 28
1216 328 798
468 473 266
841 1166 284
897 1035 532
995 1291 81
197 574 328
384 354 502
386 736 754
365 1331 126
252 1088 972
603 1178 58
1162 1091 27
749 1397 569
1065 841 944
516 1121 946
947 853 79
1394 736 714
88 516 646
1028 749 397
1028 555 262
591 1379 8
1178 1369 538
1235 321 793
374 929 918
750 847 43
88 409 701
686 348 97
257 875 737
1158 167 519
1336 794 996
97 897 801
108 337 144
519 260 458
1117 573 341
574 468 625
731 814 350
731 963 580
105 519 233
239 835 423
694 337 799
853 548 73
1026 53 309
648 1115 451
53 360 586
1221 360 618
1129 1178 911
1002 1162 753
897 196 480
398 835 962
360 742 828
1026 516 70
895 1369 936
365 548 153
1045 1268 881
835 337 748
731 1134 638
107 1213 799
771 456 883
1137 105 243
859 761 632
895 803 533
260 1012 682
893 438 940
1237 686 254
835 197 326
1263 1399 121
398 875 676
938 817 462
1388 1093 165
574 516 309
420 1126 848
400 749 739
1339 816 884
771 425 132
384 863 575
1026 321 140
266 794 229
749 290 384
694 969 955
606 695 884
503 859 644
339 360 374
107 1216 914
471 1134 887
360 573 91
207 1360 76
1211 657 762
1065 1215 812
574 1164 683
998 875 847
738 678 298
105 563 888
108 916 762
380 663 613
1342 1010 334
337 881 853
354 738 569
380 573 713
1294 248 259
895 1342 140
1322 863 649
520 1351 315
242 296 599
105 530 200
1010 380 936
1026 895 424
841 239 794
859 618 208
1315 977 568
1321 434 675
678 85 999
349 731 495
513 1134 979
591 1399 327
982 1134 649
1379 1134 80
1373 1263 290
1002 564 231
1235 383 685
1331 40 381
483 555 712
503 290 136
895 835 753
947 1178 830
903 1117 198
749 108 170
453 564 719
10 694 930
677 519 968
771 573 90
53 673 275
275 116 957
105 553 55
533 1053 466
1237 977 615
126 738 779
1321 564 25
187 510 157
1073 40 958
252 1162 405
260 1302 176
1336 794 855
1073 374 738
197 1002 960
895 1388 945
471 923 564
269 663 945
1143 1237 541
968 1215 332
1237 1388 138
508 1162 456
1147 1279 557
1041 48 655
457 1394 5
1369 1057 719
1279 1143 295
771 591 90
456 1360 924
257 1166 562
1388 430 150
847 841 851
119 1342 363
1035 1134 603
110 438 119
722 798 745
1039 1004 449
468 366 165
1036 1317 171
794 1094 789
328 323 314
275 1028 159
657 196 320
110 1179 299
480 1351 677
620 989 514
457 1091 140
901 1399 826
1213 1178 572
321 814 194
133 1214 738
603 678 129
1088 197 835
196 314 443
1035 400 723
794 1331 224
280 53 861
847 260 930
1147 677 626
396 681 301
1286 910 476
513 1388 310
380 296 402
742 1019 963
736 663 790
681 77 636
1388 292 689
508 1286 552
1019 814 252
848 36 119
374 302 233
548 1351 58
374 323 441
742 721 46
242 266 14
805 1397 600
721 133 520
110 1380 589
133 1176 269
516 676 629
1260 239 83
1035 1237 518
122 1286 691
261 56 160
1331 1399 804
1235 893 714
947 929 790
1221 321 368
1073 1117 331
40 875 772
149 949 620
771 1391 637
126 1279 453
380 863 812
1046 269 571
794 694 411
1293 105 110
660 1094 52
573 947 714
686 1065 271
1342 1198 777
989 863 204
660 1216 293
447 574 29
939 120 312
682 1179 786
243 794 308
1065 380 357
968 480 90
447 1026 759
520 108 160
1026 366 527
731 1302 672
1213 428 398
555 686 879
1053 989 276
1179 1028 393
186 1016 126
853 859 222
196 1280 175
888 1255 349
686 530 294
1380 749 689
480 400 795
989 122 377
1213 266 244
863 632 81
1168 903 756
340 1249 250
530 652 608
731 573 461
859 1373 701
574 280 674
537 1263 340
1388 963 51
438 1035 657
365 803 103
383 453 585
395 1409 856
835 1053 414
537 400 167
296 1286 824
257 976 903
260 438 212
881 501 521
603 374 263
53 573 201
260 1164 652
107 110 659
18 1114 652
1213 260 284
910 632 156
1248 712 490
196 982 447
742 110 766
1317 394 930
1164 761 379
197 530 441
252 736 351
1187 290 759
485 260 844
400 1010 409
947 1322 718
1369 337 190
507 126 579
133 731 355
365 1169 839
897 1026 147
243 749 698
290 1117 375
105 235 810
537 573 267
1159 1365 619
1127 1391 182
323 1026 973
453 108 95
749 553 614
895 1302 593
1394 652 515
1391 1345 349
449 919 668
574 686 198
1168 260 521
434 10 967
328 1373 541
738 438 859
929 1235 935
471 483 278
411 1235 262
1331 678 320
1317 328 787
1342 438 240
453 989 538
74 116 475
657 1162 22
108 257 510
10 982 670
110 1388 239
353 1091 806
1143 349 385
553 591 773
88 105 923
383 1169 858
1121 243 334
106 694 333
122 803 963
260 1117 459
105 1294 915
485 1391 909
563 903 830
1237 1010 98
1035 365 398
652 1129 950
1134 516 810
835 555 302
916 197 391
1035 108 612
196 374 428
685 87 57
968 1067 204
468 910 130
652 738 833
1093 893 919
1169 480 388
1402 632 479
40 742 468
603 1317 993
483 266 316
1198 10 705
749 1306 689
794 1388 880
663 761 895
977 400 216
652 483 480
40 732 452
520 676 744
213 1231 252
678 1367 283
794 1179 313
1012 686 444
982 260 318
365 682 496
447 1369 772
574 449 243
890 976 613
1315 963 849
507 841 694
678 243 675
678 660 945
1127 1026 585
1073 677 721
863 1293 360
749 1397 646
197 1302 481
678 1293 51
468 910 557
660 910 343
208 945 692
1038 1061 708
988 773 117
383 384 85
1053 12 513
374 1313 595
1036 1046 214
1036 1294 451
1399 1380 658
328 1026 285
1028 742 631
1215 290 823
721 681 506
483 1166 462
398 1345 896
374 480 132
859 53 68
1046 897 165
794 280 472
678 943 63
794 1322 95
453 517 517
485 1369 371
471 1091 665
417 516 999
1287 1148 508
663 1073 744
1105 1067 680
731 1211 508
517 1129 810
1306 433 396
537 1026 559
553 383 114
10 1028 907
1134 771 200
517 119 495
958 485 802
88 939 262
1373 1379 604
1388 819 525
503 1388 676
805 853 40
548 916 36
242 897 772
881 731 655
1369 110 28
239 989 977
794 1213 92
473 749 602
1351 1026 952
483 652 72
947 591 144
1121 1399 772
681 260 692
1369 1237 413
1317 537 722
260 738 29
485 859 184
275 1046 398
979 975 738
1369 400 779
903 549 835
1367 903 653
106 360 622
841 863 880
110 260 141
255 162 92
814 1093 801
105 657 858
456 1010 911
449 1067 783
720 1093 6
133 738 270
321 106 206
336 74 101
1117 501 206
1045 360 736
568 374 651
881 1383 990
1380 1286 552
86 965 275
248 895 502
379 841 900
881 1360 71
1280 731 966
1211 548 807
1094 302 207
321 742 625
468 122 403
468 1147 941
239 1002 989
438 1127 823
707 547 823
841 1143 12
794 1127 306
835 1012 838
632 794 704
1237 1379 364
863 1091 757
1088 618 224
468 120 220
533 678 37
196 1345 829
1002 243 668
53 835 465
736 196 80
948 623 557
235 336 322
1380 507 636
1360 939 947
400 1293 427
292 1216 348
713 1396 373
835 398 159
116 508 406
568 394 448
1369 916 397
438 798 325
348 1169 579
939 618 440
400 620 771
197 1035 832
859 517 640
663 1279 672
555 302 759
122 1164 642
903 480 462
761 119 900
727 1211 53
97 835 616
1137 328 855
749 853 227
1397 1351 48
1117 409 287
742 1162 397
1093 794 356
1088 434 384
694 383 728
916 682 290
269 731 650
721 360 294
763 881 288
863 897 227
10 618 884
1117 1019 447
410 331 430
568 721 137
1216 501 580
468 449 484
1322 989 764
727 961 799
1369 468 307
1168 841 959
897 1237 431
1397 365 977
1388 1261 633
105 503 476
337 275 471
1235 555 498
718 1208 166
517 939 436
749 516 30
1168 105 876
280 1162 418
1331 1121 124
668 99 961
1010 1263 469
989 383 725
682 365 77
1143 731 653
365 1216 782
794 963 380
108 102 105
1179 686 730
302 1137 698
434 1315 21
242 573 687
110 520 220
574 573 688
239 196 70
119 1261 888
580 1169 210
833 867 991
1191 922 600
245 260 113
1331 126 742
738 1091 561
916 903 379
1263 1315 30
1028 1280 818
280 652 542
1342 1168 185
328 805 974
119 819 939
731 501 738
147 729 856
323 349 16
989 1317 922
1215 1397 193
302 939 489
989 678 551
400 314 483
411 681 227
74 360 227
1073 43 465
321 1315 788
1261 74 996
530 968 174
1094 1302 708
252 982 242
348 353 663
573 1360 867
794 411 507
678 107 725
1289 328 695
749 1391 824
731 1280 827
1094 1091 720
652 580 46
400 563 537
1057 1379 932
568 803 922
905 667 194
929 1397 633
568 549 675
1028 798 25
1072 471 760
1135 68 522
1016 594 228
1399 893 535
1277 292 141
105 742 358
1035 1286 654
1235 1293 785
328 958 987
384 681 761
742 1260 767
449 360 69
677 841 673
108 1304 604
321 1012 268
1367 1294 965
411 520 985
549 400 370
883 568 731
1127 323 230
275 380 452
989 97 425
1026 243 701
1235 516 358
681 456 333
1293 1342 107
438 939 956
519 314 140
287 795 352
197 847 263
731 1028 167
686 252 420
1213 260 385
473 453 499
302 1215 606
339 1345 92
1072 1316 252
1121 260 513
677 1121 711
533 519 298
395 182 222
323 257 758
1093 374 354
485 1286 750
814 859 451
483 1073 210
266 893 273
1380 1402 370
1397 1073 555
977 411 558
835 207 975
1261 686 122
1315 365 788
929 1268 206
243 1026 334
380 989 331
1026 394 951
374 564 678
1306 731 262
296 1286 588
548 1215 15
863 548 875
196 314 344
108 1019 750
124 975 951
899 568 924
1268 1162 437
196 1331 927
1369 603 65
285 1396 816
952 1101 182
678 321 51
434 400 756
323 290 304
1369 620 149
1342 847 9
260 456 472
1035 400 302
97 1216 223
835 348 891
245 40 392
501 632 631
409 1026 903
245 360 274
434 548 712
794 438 200
1260 916 747
133 260 56
110 116 692
794 485 424
1168 794 877
916 1315 730
142 900 782
10 677 954
1286 819 156
798 761 590
1394 356 935
116 1331 443
819 1215 870
40 549 20
1317 881 8
749 1248 202
1279 1306 776
1378 1321 364
1091 433 724
611 189 670
248 794 481
548 686 971
1279 977 133
1317 400 462
1369 761 491
1211 242 390
983 89 413
1121 1035 381
859 292 616
982 520 441
296 483 993
1280 384 407
731 660 559
731 1091 758
280 383 908
805 1235 461
761 119 462
520 678 716
1035 280 367
1360 1402 755
1260 384 445
786 541 846
1129 963 263
798 841 712
1143 1162 464
749 1094 11
383 245 100
1369 88 773
1028 591 695
747 314 379
1294 819 332
1213 749 117
910 568 755
1046 354 250
323 859 640
652 1026 666
1215 1315 165
105 1211 776
1345 1342 178
1373 105 89
1248 280 253
1368 569 88
694 537 25
1399 1388 261
409 652 156
853 1235 667
196 348 520
591 1036 970
337 196 352
434 833 666
1321 468 605
1388 1399 667
883 1178 636
919 1397 67
468 409 92
1324 260 76
260 1053 548
88 163 409
939 252 672
731 1268 958
1260 1028 669
43 1226 197
1268 1237 425
260 1065 827
314 620 136
468 1091 398
374 122 245
903 242 172
573 841 526
564 122 818
1294 457 315
97 749 232
749 292 147
1073 1216 117
1168 676 20
916 968 435
313 273 548
1286 883 429
660 676 635
290 549 819
841 1391 432
574 471 933
895 1187 654
108 400 211
977 947 452
722 1137 536
433 677 195
365 947 422
660 1169 928
1121 275 401
1279 591 942
1062 1308 147
122 1091 382
471 88 347
473 398 567
558 879 217
794 207 168
859 1391 716
678 761 99
1034 310 213
738 398 994
245 108 478
910 252 62
1143 968 835
1002 105 79
859 1121 733
1351 398 123
133 456 71
573 519 615
337 480 888
910 537 494
694 676 9
106 568 428
1380 694 604
122 686 961
738 1379 408
110 196 539
798 1147 600
394 483 977
530 686 619
657 1268 745
853 686 332
1235 1331 72
1302 434 480
919 1129 517
105 365 182
919 1322 176
1164 1379 779
1046 433 281
468 1088 213
1211 1399 276
591 394 947
1105 1166 774
803 679 107
280 1237 965
620 1164 761
1162 88 333
383 374 255
819 119 549
480 242 97
526 1402 23
1352 655 488
503 1215 736
400 456 189
805 1369 915
275 859 692
793 138 553
449 108 374
681 881 312
337 749 122
794 1012 277
939 501 58
548 383 512
1198 1216 799
819 1073 223
573 456 46
1391 520 824
863 513 88
266 652 220
1286 85 668
88 1179 311
241 1151 518
564 116 383
939 105 845
1361 721 568
770 633 807
239 731 859
1046 1137 818
374 895 810
97 1315 292
1091 968 998
471 639 715
239 1342 179
53 1091 639
349 434 421
507 513 78
977 88 838
400 97 260
349 853 724
537 40 206
384 1176 771
1127 260 361
400 742 808
1261 939 754
360 749 409
1035 1026 53
453 738 370
271 768 223
516 564 483
517 1057 980
207 65 832
859 328 219
492 1004 475
243 919 181
1235 116 602
1073 897 686
275 686 729
434 74 851
501 1168 789
110 1030 435
1360 573 29
1117 568 644
453 449 487
353 731 293
794 1313 114
365 1235 759
108 1235 368
863 929 914
1073 863 49
564 1248 796
383 1351 248
1046 1215 456
1342 252 930
548 771 968
1289 266 706
555 1017 70
360 1033 967
433 480 70
853 877 999
374 1046 140
1280 1216 924
1143 1046 927
471 1336 887
401 901 144
105 929 867
1019 1261 173
1117 929 974
263 710 636
520 1351 205
1221 555 819
457 548 140
570 121 516
292 794 374
1379 468 628
411 548 290
10 530 166
133 116 723
260 314 291
434 74 413
503 947 922
119 1248 711
122 302 602
516 1026 658
1269 66 959
275 939 930
1317 423 11
835 197 997
549 328 668
348 1235 46
620 517 446
1315 903 421
1065 881 440
657 678 413
1166 1388 195
120 1216 345
1397 1280 350
1313 1321 40
292 400 913
1397 537 578
1380 133 964
1345 841 119
828 837 580
939 919 994
1162 1147 442
726 417 730
507 1279 245
568 97 895
383 767 868
242 126 853
564 1198 549
1132 1170 599
686 1211 521
348 434 30
947 507 870
1091 916 465
883 1215 961
456 374 202
1211 503 451
53 591 558
119 748 982
228 1049 282
682 1391 2
447 507 554
694 40 56
383 349 646
910 794 384
1280 337 261
676 248 822
1380 116 170
1065 563 822
794 126 378
1302 196 977
1315 781 709
574 1053 437
573 1010 164
1379 1094 444
354 897 433
678 243 875
409 963 151
1127 449 321
771 916 254
895 501 149
468 977 722
513 1151 501
257 110 135
119 207 48
1322 731 346
163 1216 999
433 1091 279
853 231 249
374 571 192
1002 903 466
105 10 937
105 603 435
1066 1090 989
1094 398 338
1237 400 560
480 1391 17
280 568 328
1151 1211 766
819 947 606
177 64 264
1026 1289 650
788 1105 928
473 110 604
105 516 812
1162 971 978
313 110 311
235 260 517
977 1360 147
537 798 707
722 336 531
1304 1294 981
1198 339 91
197 618 730
803 736 760
928 801 651
105 736 659
508 516 714
110 501 767
630 1004 358
574 1391 536
1127 1289 703
1402 1121 167
1164 196 307
243 501 310
122 97 293
480 379 637
1179 537 104
400 553 962
269 501 516
1360 660 246
216 1317 561
400 1361 177
1143 549 614
939 989 174
394 321 63
379 1091 40
1361 468 770
1051 143 356
1397 468 799
1117 1093 575
794 663 524
460 318 624
814 314 596
1280 1045 997
105 434 502
1379 126 634
1012 119 485
1331 939 610
1072 449 98
339 400 70
919 411 20
508 88 487
106 398 579
1035 409 452
1036 1306 359
480 365 921
1280 280 582
1367 1088 179
671 786 931
660 676 895
1293 1342 459
418 950 679
1094 859 809
7 702 903
508 1169 301
480 1380 96
657 456 522
1091 280 593
1302 1121 929
374 360 744
326 1373 69
738 260 467
530 1351 934
939 1026 32
365 1331 888
71 80 860
1235 480 597
652 275 169
1369 591 279
1302 257 209
1260 721 977
1342 903 410
897 503 890
1036 1367 959
197 122 388
280 411 392
1028 660 849
678 97 485
947 910 586
242 1394 406
749 1321 954
660 929 777
1010 314 990
242 88 247
355 887 929
909 956 911
657 480 568
353 1198 598
794 603 50
847 732 566
400 1369 342
530 603 692
1187 1019 447
917 1110 393
400 657 118
1010 480 341
1235 1289 844
438 847 791
260 803 125
732 1331 424
119 676 377
1373 260 178
1367 88 691
105 1304 598
106 126 792
1317 1216 899
207 982 819
480 1215 422
196 1360 686
260 1002 756
947 107 720
1117 379 782
686 895 326
1279 591 878
555 564 428
663 260 396
1268 732 710
122 989 932
126 453 270
296 400 633
457 321 39
895 1342 220
400 383 316
1012 1380 465
516 794 949
468 108 388
384 108 289
1402 456 821
555 841 272
365 1211 76
498 819 276
337 244 403
53 903 39
1360 652 315
1101 97 608
1367 603 201
503 480 218
196 1304 673
337 1315 11
1268 738 800
574 989 179
485 947 603
1260 411 129
501 963 622
400 916 890
1093 1235 960
1169 1151 119
349 116 482
480 1105 434
1394 1073 951
666 100 733
1342 881 487
120 1280 33
564 1198 355
958 460 230
875 1026 689
1215 1391 967
380 1211 290
841 677 235
1046 1351 336
1046 977 263
1147 573 495
591 507 954
1213 677 359
798 1057 269
573 1117 865
963 1315 889
1211 919 832
814 196 213
365 473 67
859 105 598
632 400 116
400 686 100
805 321 632
1397 1046 586
1302 1261 660
1332 973 12
603 400 958
1394 947 523
353 468 198
1279 242 723
919 400 466
336 122 410
306 647 29
302 449 145
548 564 635
1134 1235 232
618 1260 464
938 1071 782
360 354 680
1342 694 503
354 483 802
1317 433 598
517 411 477
676 365 775
1019 835 763
511 108 240
1379 108 777
1331 1268 505
1168 732 127
1046 321 503
517 1379 334
379 682 922
1179 603 517
1198 1342 436
411 456 70
682 805 232
149 448 728
939 847 708
731 809 232
106 895 741
321 819 380
1057 549 454
400 738 122
321 1397 183
1379 269 15
1045 365 82
296 243 95
449 881 963
519 910 127
982 1215 131
814 761 899
400 252 275
74 468 458
989 360 611
1342 400 507
977 1237 26
548 1147 982
939 242 232
213 72 660
1002 1261 735
721 539 186
347 1189 787
1331 1010 272
1302 686 201
1010 1286 491
105 881 5
451 1052 949
1387 264 482
122 380 584
677 480 79
10 339 92
110 1213 432
119 1261 351
1221 1028 440
106 1260 736
1143 1147 449
122 1162 184
1164 1216 340
374 1026 222
1391 677 17
380 314 787
1127 686 749
353 383 205
553 1336 827
883 1117 322
1179 1117 448
530 328 880
102 1046 332
1367 883 197
989 365 287
296 835 659
218 522 765
875 433 650
1112 1032 742
365 380 599
349 1369 362
1369 513 698
400 632 883
895 761 409
1216 910 595
1045 574 72
1268 110 107
1248 517 269
812 1298 547
105 314 309
1035 1028 979
245 1402 252
564 122 128
736 468 647
1391 453 931
1380 1046 237
676 1147 451
1211 738 137
731 555 254
520 438 320
732 1351 420
564 456 934
449 242 87
1318 366 256
742 1391 896
863 1198 651
290 360 378
749 1121 192
360 574 837
1399 1053 49
1151 449 360
266 1342 671
289 398 453
374 379 408
989 963 262
513 574 481
548 1121 94
1143 530 780
686 721 8
257 360 606
841 1383 381
916 1286 796
841 468 95
805 989 669
1028 40 182
1162 537 201
433 105 912
434 88 993
1045 468 990
197 841 88
197 549 339
676 1168 795
471 480 60
553 859 183
468 1306 656
1293 266 638
328 963 558
328 1053 525
1268 1294 404
107 239 658
383 1033 95
353 40 540
1105 519 844
501 1002 925
1388 1162 782
564 163 894
1391 501 95
652 686 298
989 761 796
400 1313 733
1369 1127 461
591 686 900
1236 1408 199
1216 383 794
1164 749 500
107 749 721
847 1293 889
260 903 189
1405 941 684
549 434 474
1215 1147 940
686 110 641
380 349 516
1169 686 450
1026 639 197
761 1306 32
895 1322 19
10 386 215
260 1026 382
468 207 28
652 384 276
1104 965 944
110 126 746
105 742 395
910 1213 977
1215 434 486
425 694 825
1248 269 815
939 553 294
1151 847 4
196 119 881
1046 1019 844
771 196 294
686 485 10
1294 1379 647
244 916 64
1369 122 68
503 859 759
620 1093 783
10 1313 1000
1391 939 759
1143 1306 490
122 425 581
516 260 252
929 1237 320
1286 1345 868
1260 1373 128
537 573 615
400 40 125
290 501 696
1402 530 175
564 292 290
1235 1215 615
1391 819 88
242 248 766
1007 794 859
694 1002 287
1342 384 766
260 126 137
958 501 881
694 425 893
473 1093 126
897 694 663
517 794 478
1235 133 414
328 384 849
517 939 586
859 1286 472
337 483 603
430 910 109
1304 260 371
384 386 283
480 1322 713
210 1378 453
314 398 803
480 573 995
1028 88 297
1162 1260 495
400 1221 16
600 735 951
574 133 998
1168 881 637
1261 286 395
245 678 512
929 365 669
1263 1162 635
1162 1211 57
1373 1294 43
398 519 49
1088 197 92
163 120 383
794 1221 367
903 1216 860
731 530 151
471 400 225
321 1304 317
849 969 158
731 947 335
507 1248 138
110 314 966
1289 859 848
553 1399 520
517 480 525
620 361 344
1380 1391 815
794 365 186
10 321 669
1019 1369 210
1260 847 393
468 379 928
771 618 97
755 1270 690
18 1294 426
384 400 37
1183 985 448
1121 568 918
1351 620 234
449 736 681
1380 620 680
859 1166 706
400 1345 383
483 1237 40
1035 573 284
384 1151 206
379 731 748
520 328 667
434 207 922
1373 731 795
566 1008 476
963 847 654
828 343 293
