98 100
27 43 62
65 37 23
57 61 59
52 10 70
21 31 9
58 64 73
3 57 74
52 28 38
51 80 78
52 73 28
1 73 49
35 60 42
13 8 6
52 63 81
63 43 100
57 84 93
43 65 44
87 100
27 30 68
26 53 73
74 29 88
52 51 19
8 40 46
34 61 44
84 80 92
73 41 26
12 21 68
79 66 3
4 55 91
56 58 18
30 62 66
64 27 20
30 82 24
17 62 6
78 72 6
22 27 38
16 80 10
70 8 79
71 63 69
72 43 22
52 20 67
21 52 98
22 61 32
83 2 97
87 11 26
62 17 41
36 45 55
49 46 92
42 33 15
14 47 79
64 52 18
60 26 25
25 79 73
76 44 3
74 51 85
41 50 24
35 50 47
75 82 100
68 12 47
71 32 39
65 79 49
18 4 4
17 15 1
1 60 43
30 10 69
27 30 15
77 15 84
30 27 54
64 44 70
4 71 46
64 52 65
19 29 23
84 59 60
55 44 9
36 46 4
72 7 23
27 13 94
11 84 39
81 4 82
8 52 17
67 26 7
54 26 92
44 81 89
74 44 76
5 14 6
44 24 43
47 86 3
6 34 82
14 38 81
69 58 78
57 15 4
50 56 1
4 27 81
8 14 94
56 17 7
15 26 91
2 48 26
4 27 52
3 41 99
62 43 7
11 43 31
81 62 49
17 30 19
27 74 10
37 15 44
55 17 75
4 52 67
44 31 53
23 77 61
30 33 23
66 85 47
79 55 7
49 62 31
9 52 13
82 17 42
64 2 46
45 28 98
71 39 90
70 100
9 45 97
27 67 88
28 34 37
67 21 82
18 59 96
65 33 21
21 51 45
62 52 17
20 25 21
15 38 8
37 54 14
1 47 43
40 38 80
25 24 59
66 47 100
39 21 61
26 27 92
62 59 17
25 1 49
12 7 99
6 38 36
42 17 67
57 39 67
21 67 78
50 1 41
39 67 75
70 4 21
27 59 70
67 21 82
50 27 94
21 1 85
41 63 45
69 27 1
59 36 99
10 61 15
33 52 78
60 3 52
29 70 70
34 45 88
18 59 92
18 52 85
52 21 2
3 38 73
29 38 9
38 50 17
55 65 74
63 12 36
18 39 14
1 44 8
21 67 50
8 47 36
21 47 30
1 48 87
47 21 43
48 1 3
1 46 62
61 31 68
23 67 21
22 40 45
28 11 78
39 49 72
67 21 95
62 2 81
1 53 54
36 37 87
10 47 14
39 50 35
56 28 72
53 21 26
67 43 1
27 1 41
64 69 62
39 50 60
27 21 56
32 4 90
63 42 19
35 50 21
27 62 66
30 11 77
18 27 59
27 18 81
67 50 61
36 27 53
50 67 7
14 68 68
16 50 99
67 39 82
5 15 28
12 62 78
26 62 90
48 18 12
58 28 82
26 48 92
19 42 70
50 36 23
52 48 75
14 47 12
1 58 91
59 50 36
18 13 64
52 100
15 47 21
27 16 38
12 4 48
48 4 6
51 12 24
52 28 38
40 50 98
40 36 33
35 22 2
4 28 100
20 43 50
19 2 52
3 10 70
23 15 48
27 4 20
22 12 26
12 28 17
28 11 82
24 51 80
12 10 74
27 28 34
40 4 54
51 23 76
23 28 71
11 22 14
3 22 78
41 42 11
50 51 82
48 52 55
22 36 43
4 26 99
4 23 1
36 43 48
7 17 13
52 50 8
52 23 32
11 48 40
3 21 8
36 3 42
16 12 13
50 3 37
22 18 91
50 43 87
16 22 19
27 3 23
44 5 62
18 34 17
11 23 96
38 26 17
14 22 72
4 52 41
9 10 20
40 22 19
33 51 65
28 10 27
45 16 74
40 50 25
32 47 38
3 43 36
22 27 69
50 12 2
22 13 87
29 7 31
11 6 14
52 50 8
51 23 38
12 23 73
11 8 24
41 31 43
29 46 62
14 37 89
5 30 79
27 4 74
41 52 49
16 36 62
22 44 76
2 26 88
27 39 91
22 4 69
3 4 84
29 35 54
40 22 41
52 50 70
10 16 95
28 10 6
27 40 75
3 4 58
3 51 29
11 50 31
49 1 33
10 50 79
36 22 93
50 51 16
10 25 2
27 50 44
4 48 85
40 4 48
49 51 32
12 4 48
51 36 21
26 100
8 22 89
1 5 7
7 4 12
19 12 70
18 20 78
18 26 23
9 3 91
7 8 91
14 22 48
22 25 73
15 3 52
23 6 1
22 24 83
4 14 62
21 20 12
19 10 20
2 23 41
17 20 80
19 14 1
19 5 79
25 11 29
14 26 28
12 5 47
1 14 7
21 25 23
16 14 16
1 7 66
21 14 30
26 21 6
21 9 14
14 22 81
19 22 72
9 3 51
8 19 73
9 24 19
15 9 92
23 9 36
23 22 64
6 9 33
17 6 46
22 9 83
21 23 86
3 9 73
7 23 97
22 5 81
20 22 49
7 26 13
7 17 37
4 18 95
14 12 38
8 22 43
18 13 15
25 18 1
18 19 47
26 19 39
9 23 94
9 1 49
25 12 92
7 19 26
5 25 85
21 2 46
18 14 67
11 20 83
22 1 54
10 9 69
14 24 87
1 21 2
17 7 31
26 15 16
12 8 55
20 21 56
17 7 31
20 26 38
20 18 13
7 8 16
14 26 35
8 7 37
13 25 19
5 16 74
3 18 2
20 18 42
22 8 43
11 26 55
15 14 9
11 8 7
19 20 73
11 19 35
14 18 10
22 2 28
19 7 8
19 4 62
13 20 77
17 18 60
25 6 63
25 7 23
18 1 67
6 26 68
6 7 44
9 18 37
15 6 69
85 100
82 56 2
50 29 39
31 51 48
48 2 9
5 39 55
65 51 22
47 74 78
37 12 24
49 46 98
42 50 43
72 54 41
65 19 47
41 9 30
72 4 54
33 63 96
18 60 64
25 13 4
78 34 59
60 44 76
31 66 95
62 43 40
54 51 90
37 27 82
69 81 92
68 58 9
13 31 51
64 62 73
2 56 52
54 66 46
51 65 61
13 6 53
66 70 50
13 53 78
38 67 85
40 16 61
65 66 62
72 65 57
65 84 67
73 61 97
51 55 37
66 72 72
16 76 79
84 51 21
51 72 60
31 51 66
21 55 67
72 47 31
84 78 89
73 56 19
3 52 9
24 7 66
30 9 89
84 80 34
38 53 6
1 84 46
53 11 23
37 22 6
68 38 60
54 66 98
9 33 60
17 64 67
23 8 68
37 50 4
40 32 64
20 16 92
15 60 48
40 62 23
79 40 75
30 26 78
10 54 100
51 77 66
30 59 44
46 71 11
65 23 85
81 72 96
2 28 100
54 50 58
22 7 91
65 66 15
75 49 73
66 30 83
35 83 77
44 3 23
78 31 43
46 2 55
55 14 54
2 51 19
64 46 68
47 65 35
65 54 25
37 50 33
36 67 7
47 83 33
85 9 75
5 66 31
47 84 30
54 57 53
47 3 37
65 50 1
3 45 98
33 100
32 2 43
10 18 88
23 28 66
27 28 51
32 18 52
22 33 90
28 2 42
20 30 29
10 3 7
31 28 67
23 4 26
3 7 64
26 31 55
22 9 45
14 31 13
23 22 21
10 9 98
12 28 91
14 8 91
9 33 1
22 20 82
18 12 88
2 14 67
22 9 53
12 18 69
10 31 69
15 21 40
3 22 7
18 11 53
21 7 45
2 14 44
15 6 39
32 6 51
21 23 57
11 15 100
28 10 80
8 5 36
3 15 50
28 14 88
9 8 39
14 10 81
11 18 80
27 15 39
22 15 75
28 9 63
26 15 3
14 6 18
18 21 62
10 11 86
7 10 90
26 15 77
32 12 15
8 23 35
11 23 86
28 15 88
15 8 85
15 26 79
22 11 14
14 10 15
21 22 39
27 16 37
7 8 92
27 9 20
11 27 61
18 24 35
22 31 27
27 15 28
13 27 32
23 27 72
10 27 60
31 14 13
29 27 54
28 14 38
15 27 8
18 17 56
14 8 67
21 7 26
1 16 22
8 2 38
8 28 56
3 8 58
26 23 11
32 24 27
2 22 24
18 31 31
22 33 48
24 10 86
2 25 36
32 19 82
22 14 85
15 27 94
31 6 48
23 22 92
16 10 55
9 14 46
28 33 84
18 8 49
1 15 27
10 18 8
10 6 3
87 100
67 78 36
15 43 12
28 81 95
27 25 50
2 47 41
13 65 47
6 17 76
6 67 53
3 9 24
18 44 80
67 78 86
67 43 91
4 82 98
27 43 71
22 62 33
37 6 1
79 65 2
39 78 1
25 7 35
68 32 30
86 30 93
24 67 11
16 22 20
56 53 66
55 78 49
79 70 36
75 61 62
68 46 92
15 43 59
81 87 17
67 65 75
14 3 18
63 19 57
42 1 12
74 66 95
78 79 65
39 61 15
65 47 77
68 85 57
73 9 95
24 59 43
38 67 42
34 45 5
17 4 37
79 11 82
79 39 34
51 41 12
19 21 19
39 83 7
16 47 46
33 1 2
78 79 80
58 23 63
79 15 45
47 9 38
64 15 89
78 65 82
67 39 45
45 10 75
56 36 26
80 19 95
23 67 1
39 17 87
29 66 5
67 65 29
56 50 9
8 12 30
78 69 57
35 43 20
6 76 31
73 84 50
53 77 19
43 10 90
6 52 91
86 73 54
63 24 78
6 56 1
40 32 69
43 79 57
37 48 37
47 51 21
35 17 80
81 72 53
29 71 82
32 35 37
54 40 41
6 49 43
29 37 92
87 37 79
78 43 42
68 31 42
25 12 98
35 44 34
5 12 67
39 15 27
1 47 3
58 26 69
6 57 6
60 6 93
20 44 81
69 100
17 2 21
58 13 93
39 22 97
15 4 72
55 44 48
28 9 68
4 13 9
11 52 67
22 19 62
45 13 13
57 47 64
19 55 23
40 15 81
47 17 91
32 8 5
3 35 50
55 47 66
26 41 36
31 20 36
40 14 18
67 58 73
8 2 13
21 68 21
19 67 82
50 49 73
66 23 84
38 20 14
42 17 91
60 55 72
44 5 72
46 11 59
41 65 8
42 67 41
2 36 13
50 22 2
20 34 29
66 55 72
39 40 85
31 21 54
15 47 15
39 15 6
67 42 27
44 39 18
14 56 78
42 60 68
67 47 85
15 67 91
40 55 70
14 63 45
25 16 67
40 44 97
3 62 87
58 60 74
55 42 42
38 59 94
60 8 23
26 28 83
64 52 6
48 24 61
22 27 6
44 13 93
43 53 32
22 8 39
45 11 23
43 2 95
2 55 68
67 61 48
28 7 42
2 67 30
6 67 34
2 4 67
58 40 23
12 3 91
2 44 35
41 29 54
42 22 59
67 40 46
8 42 30
8 10 22
60 2 60
47 48 50
29 2 82
45 31 78
58 12 9
18 43 48
19 37 49
22 40 20
47 40 91
54 68 100
1 13 5
42 60 11
25 11 90
39 8 8
47 2 87
69 7 20
55 42 48
51 67 81
56 30 50
33 60 58
42 2 30
90 100
68 80 41
4 15 68
35 29 8
40 21 9
90 23 30
16 41 35
46 80 53
52 34 61
8 25 90
18 29 84
42 24 76
89 68 92
64 44 74
60 57 66
89 42 52
78 36 24
36 31 44
40 54 70
35 13 46
35 8 89
64 51 36
10 40 11
36 42 28
29 59 54
8 58 27
52 1 8
64 3 61
79 42 31
62 75 69
77 78 17
13 83 67
41 67 26
1 61 30
67 14 17
3 68 48
57 18 61
67 3 70
68 76 78
64 84 60
85 42 71
23 87 45
24 80 22
84 39 33
73 8 36
36 49 95
69 26 3
3 78 29
41 45 77
80 89 13
62 7 6
78 68 94
47 38 33
31 65 12
49 30 86
48 51 16
35 43 10
46 6 89
67 80 100
5 70 48
32 36 81
67 26 98
58 12 44
38 67 96
68 89 69
23 80 3
19 52 54
89 9 99
89 3 23
81 27 3
71 42 50
56 2 68
70 59 36
17 29 32
44 4 11
26 67 72
72 13 70
40 9 17
52 35 21
20 70 73
49 56 48
55 57 43
74 23 2
78 9 55
63 75 99
49 35 76
78 69 19
55 82 67
28 22 5
88 14 37
81 60 15
78 67 83
21 66 58
50 4 40
37 2 97
33 31 41
80 86 53
11 56 73
69 28 12
62 8 80
53 31 84
11 18
8 9 37
3 5 3
10 9 28
2 4 18
8 7 36
11 5 37
11 4 12
1 5 87
4 3 58
10 11 83
6 3 12
10 5 91
7 8 22
2 1 32
7 3 1
6 1 86
9 3 78
11 10 59
83 100
60 19 20
61 81 74
41 80 100
54 17 45
24 64 46
14 60 15
24 11 52
80 9 23
59 17 44
58 64 14
48 52 79
21 83 7
45 39 67
38 80 51
38 12 89
65 27 95
70 39 40
38 51 27
76 27 63
41 34 99
73 6 12
6 16 67
63 64 62
3 65 51
28 23 33
14 64 74
64 80 76
80 38 97
75 7 5
64 82 37
63 41 96
2 30 3
76 80 14
58 47 54
10 7 69
21 77 70
14 83 85
15 38 13
78 60 10
66 42 100
14 18 66
41 64 35
58 64 10
46 45 81
4 36 94
24 82 7
26 67 45
6 22 79
63 68 58
32 20 32
41 81 66
14 26 4
29 32 30
63 64 11
68 80 23
49 23 87
58 41 92
82 80 63
8 52 35
63 83 23
15 53 93
79 44 90
44 70 99
71 36 20
68 14 2
5 20 60
24 82 18
43 68 38
80 72 57
20 14 81
64 41 17
64 41 21
14 82 25
52 56 94
40 8 22
6 27 70
33 24 70
41 83 78
38 1 73
30 71 80
49 13 53
65 69 65
41 82 24
82 55 19
62 76 100
57 19 60
66 47 49
35 82 69
23 68 87
50 37 63
31 20 14
74 15 71
21 50 87
80 38 14
69 25 95
41 44 71
71 41 100
59 79 96
34 56 67
10 64 87
69 100
13 34 90
37 5 84
53 61 90
60 32 31
57 8 68
32 6 82
17 32 89
57 61 27
32 49 55
32 8 87
12 27 25
26 14 64
48 17 81
5 26 12
21 12 66
11 25 58
53 57 62
36 10 25
46 54 91
21 49 18
53 33 1
3 22 79
43 31 71
49 32 69
52 6 45
68 41 58
17 6 97
17 6 58
9 11 87
4 52 20
27 51 3
36 19 7
34 63 8
17 6 50
40 62 32
29 28 72
5 58 43
5 21 59
34 52 56
22 45 44
61 5 14
28 37 74
42 55 62
29 39 14
64 59 6
15 61 67
53 21 9
13 41 32
16 13 31
52 5 86
21 53 47
32 45 34
5 40 74
5 21 55
6 67 1
6 67 81
23 6 70
33 21 40
66 12 54
54 33 35
67 17 12
52 17 53
57 8 8
26 65 17
6 61 57
17 33 37
28 64 51
63 2 34
26 43 93
57 17 93
26 57 47
10 42 79
24 7 8
8 32 59
5 6 56
13 24 13
32 8 46
30 53 100
5 67 45
5 33 53
12 47 28
57 1 75
52 57 90
61 5 32
6 17 47
22 11 38
18 34 43
33 67 50
20 35 36
8 6 79
50 1 97
20 27 27
30 36 51
5 32 22
21 38 21
5 49 57
21 56 54
69 21 7
23 44 82
21 40 100
64 100
27 37 88
16 18 45
25 34 70
46 38 11
46 34 4
56 38 10
60 3 33
24 38 59
29 21 17
61 53 68
5 60 38
24 59 68
42 16 26
46 19 37
60 24 67
14 54 2
52 5 76
5 51 96
41 32 23
46 57 9
56 38 2
10 57 33
40 49 68
38 59 15
60 19 53
51 64 56
34 46 21
3 24 85
25 56 20
24 38 81
19 57 1
60 25 54
34 46 91
6 20 62
19 2 45
43 52 55
24 51 35
64 15 98
60 34 24
57 26 26
44 63 73
14 27 80
25 51 28
51 21 47
62 40 91
5 34 55
3 51 12
51 3 62
51 4 72
36 52 43
28 51 35
40 7 42
34 3 4
41 38 33
3 51 47
60 58 78
9 39 25
57 51 83
26 56 48
24 56 39
12 38 35
31 33 67
56 30 91
47 41 46
57 5 93
40 23 86
56 49 95
42 60 43
55 60 65
60 19 41
19 57 49
50 31 86
60 5 8
3 51 53
17 9 9
60 8 7
19 44 22
5 34 72
46 51 50
33 25 16
13 56 26
17 52 87
24 34 60
60 34 21
3 56 49
46 19 52
9 11 7
30 48 12
22 28 56
25 19 45
57 26 66
19 1 90
3 60 8
5 26 76
27 26 30
6 9 99
45 38 4
47 61 21
35 60 55
59 5 52
99 100
72 81 54
12 8 73
61 56 86
25 26 25
53 56 38
23 71 76
7 11 36
17 19 70
96 71 97
69 42 19
45 99 94
47 32 36
86 87 95
71 20 38
46 35 78
85 69 64
76 91 9
44 97 82
63 49 24
27 31 29
79 81 60
79 64 92
14 48 98
6 98 70
2 3 78
61 69 57
35 5 1
45 36 29
37 21 50
48 56 54
25 68 25
56 80 62
77 74 48
81 34 27
15 8 27
50 73 16
86 79 18
8 89 91
69 21 88
90 20 77
26 93 39
12 11 80
34 62 43
58 30 6
43 3 44
29 79 65
4 20 67
97 59 27
18 81 12
97 10 24
92 45 88
3 39 56
20 55 28
85 32 68
33 42 72
8 94 96
70 40 3
46 98 93
85 74 33
16 74 35
82 63 48
81 39 40
77 50 5
88 39 21
32 74 75
6 1 89
57 21 98
97 75 34
95 35 26
21 58 48
85 8 100
8 66 46
76 46 70
46 68 36
84 56 36
83 88 98
65 12 99
63 9 20
17 51 63
38 22 27
78 62 16
75 28 66
54 6 16
85 49 68
45 52 82
85 32 7
81 24 42
62 60 3
67 46 65
27 6 68
28 81 81
79 17 19
38 46 32
85 62 92
77 70 64
44 13 88
58 46 48
79 45 42
2 41 9
71 79 43
71 100
43 68 61
67 19 92
21 26 45
67 1 80
7 27 27
57 68 52
40 68 79
22 68 18
57 30 80
34 50 45
34 42 60
25 57 82
22 55 4
57 4 27
16 19 98
50 33 36
22 65 20
67 49 97
3 27 96
31 6 3
24 65 40
65 57 30
22 50 92
21 33 42
47 55 83
22 50 34
26 42 92
63 54 43
71 49 16
19 39 36
67 16 17
53 62 46
57 8 31
26 57 79
29 24 69
58 52 77
16 19 32
38 20 63
22 30 67
19 25 70
45 71 49
17 11 58
25 51 99
38 4 54
16 22 98
49 13 33
37 4 1
67 21 89
69 7 67
67 50 24
7 60 26
59 64 94
16 26 12
17 41 44
30 19 58
55 61 6
5 10 90
30 25 17
23 36 36
67 57 78
18 70 1
66 42 54
50 67 98
58 34 70
63 68 74
2 27 70
71 46 91
19 26 64
16 67 41
26 47 84
70 35 96
49 9 53
57 26 2
48 32 80
31 36 83
57 33 20
56 35 39
22 65 40
22 5 42
15 5 69
57 16 99
64 67 21
47 57 52
16 33 30
30 65 99
16 28 49
35 57 70
67 6 11
7 21 3
12 28 23
62 60 48
47 6 46
44 9 20
14 41 54
16 25 96
34 47 76
17 8 92
32 47 79
6 65 79
21 26 73
0 0
